date,customer_id,time_on_site [Minutes],clicks_in_site,Days_Since_Last_Purchase,Average_Purchase_Frequency,product_category_502,product_category_503,product_category_504,product_category_505,product_category_506,product_category_507,product_category_508,product_category_509,product_category_510,product_category_511,product_category_512,product_category_513,product_category_514,product_category_515,payment_method_paypal
2018-11-21,30473,-0.28170880880751487,-0.5254994602355277,1.1752273347784123,-0.7825770421539189,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2018-11-23,45772,-0.39033182053687165,-0.6747966805104159,0.4437569465766065,0.008354012370197809,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2018-11-22,15370,-0.34794235254492756,-0.6747966805104159,0.8094921406775095,-0.17243022866388605,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2018-11-26,23522,-0.15520274026905656,-0.15225640954830727,-0.6534486357261023,0.008354012370197809,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2018-11-23,22934,-0.3797344535388857,-0.22690501968575136,0.4437569465766065,-0.6243908312490956,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2018-11-28,33961,2.8471637973478616,-0.0029591892734190987,-1.384919023927908,2.539333386847371,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-23,39799,-0.08896919653164384,0.22098664113891317,0.4437569465766065,0.008354012370197809,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2018-11-20,45186,0.054757593378541754,0.3702838614138013,1.5409625288793154,-0.8353057791221933,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2018-11-23,56848,-0.2048778980721161,-0.6001480703729718,0.4437569465766065,-0.6243908312490956,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2018-11-21,57868,-0.27376078355902533,-0.6001480703729718,1.1752273347784123,-0.7825770421539189,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2018-11-21,48587,-0.07439781690941308,-0.6747966805104159,1.1752273347784123,-0.30801840943944886,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2018-11-20,56538,-0.3141632452388471,-0.6001480703729718,1.5409625288793154,-0.4134758833759977,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2018-11-23,52439,-0.42543559871770037,-0.6747966805104159,0.4437569465766065,0.008354012370197809,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
